Metric,Date,AvgC,AvgT,StdC,StdT,NC,NT
AutosuggestConditionalUsagePosition6_AllQueryEngagement,7/30/2016,0.026480375,0.026637434,0.138528995,0.139089352,285509,285765
AutosuggestConditionalUsagePosition6_AllQueryEngagement,7/31/2016,0.027567316,0.027163215,0.14132822,0.140295864,294416,294695
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/1/2016,0.024036002,0.02428965,0.132327759,0.13286828,468661,469689
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/2/2016,0.024703547,0.024385641,0.134303942,0.13343756,462322,462897
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/3/2016,0.024426378,0.024366897,0.133869206,0.133834009,453770,455183
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/4/2016,0.02433299,0.024349624,0.133653254,0.133534235,478447,478241
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/5/2016,0.024658897,0.024783596,0.134478532,0.134764109,463989,464470
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/6/2016,0.02738769,0.027816266,0.141272226,0.142126499,317151,317993
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/7/2016,0.027309067,0.027547425,0.140774085,0.141702991,346635,347141
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/8/2016,0.024114711,0.023936648,0.132714252,0.13204272,552671,554270
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/9/2016,0.024492106,0.024595185,0.133835522,0.134334367,535078,536382
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/10/2016,0.024494718,0.024596907,0.133713395,0.134274349,539149,539958
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/11/2016,0.024723389,0.02473938,0.13457515,0.134490745,534272,535576
AutosuggestConditionalUsagePosition6_AllQueryEngagement,8/12/2016,0.024930246,0.024627627,0.135222281,0.134031486,498624,499732
AutosuggestConditionalUsagePosition7_AllQueryEngagement,7/30/2016,0.017536217,0.017860358,0.113512142,0.114517546,285509,285765
AutosuggestConditionalUsagePosition7_AllQueryEngagement,7/31/2016,0.017959197,0.017888557,0.114894391,0.114928864,294416,294695
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/1/2016,0.016088156,0.0159789,0.109300329,0.10884225,468661,469689
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/2/2016,0.016034681,0.015923951,0.109016649,0.108624829,462322,462897
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/3/2016,0.015644749,0.01607288,0.107909603,0.109536108,453770,455183
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/4/2016,0.016154773,0.016278066,0.109626626,0.109717391,478447,478241
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/5/2016,0.016124079,0.016257738,0.109398677,0.109923068,463989,464470
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/6/2016,0.017662961,0.017639034,0.114067783,0.113637327,317151,317993
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/7/2016,0.017675849,0.017911571,0.114183576,0.115212243,346635,347141
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/8/2016,0.016126081,0.015714239,0.109753718,0.108032895,552671,554270
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/9/2016,0.016332944,0.016089067,0.110077769,0.109310791,535078,536382
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/10/2016,0.016379216,0.016060101,0.110134118,0.109516976,539149,539958
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/11/2016,0.016167334,0.015785723,0.10975589,0.108162398,534272,535576
AutosuggestConditionalUsagePosition7_AllQueryEngagement,8/12/2016,0.016028757,0.015942133,0.109258168,0.108690169,498624,499732
AutosuggestConditionalUsagePosition8_AllQueryEngagement,7/30/2016,0.012820174,0.01291964,0.097562961,0.098071607,285509,285765
AutosuggestConditionalUsagePosition8_AllQueryEngagement,7/31/2016,0.013097326,0.012910835,0.098383952,0.097698184,294416,294695
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/1/2016,0.011399837,0.011345201,0.092109331,0.091878185,468661,469689
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/2/2016,0.011444704,0.011499446,0.09202062,0.092488668,462322,462897
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/3/2016,0.011492173,0.011730144,0.092701988,0.093867928,453770,455183
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/4/2016,0.011699633,0.011545064,0.093415521,0.092812937,478447,478241
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/5/2016,0.011547747,0.01136499,0.09285844,0.091865633,463989,464470
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/6/2016,0.012984433,0.013129275,0.098087336,0.098915649,317151,317993
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/7/2016,0.012541619,0.012796806,0.096028837,0.097450329,346635,347141
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/8/2016,0.01112666,0.011171329,0.091111079,0.091106111,552671,554270
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/9/2016,0.011930655,0.011637771,0.094675897,0.09329025,535078,536382
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/10/2016,0.011286874,0.011322622,0.091597401,0.091966861,539149,539958
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/11/2016,0.010973702,0.011032296,0.09061419,0.09087159,534272,535576
AutosuggestConditionalUsagePosition8_AllQueryEngagement,8/12/2016,0.01107046,0.010903197,0.091341162,0.090367548,498624,499732
AutosuggestConditionalUsage_AllQueryEngagement,7/30/2016,0.578078685,0.577616826,0.440700741,0.440488135,414728,414962
AutosuggestConditionalUsage_AllQueryEngagement,7/31/2016,0.576874155,0.576541774,0.440490176,0.44043276,427886,428458
AutosuggestConditionalUsage_AllQueryEngagement,8/1/2016,0.558839622,0.558459914,0.4421638,0.442025274,695473,697292
AutosuggestConditionalUsage_AllQueryEngagement,8/2/2016,0.555452587,0.555499305,0.442733115,0.442550148,689567,690410
AutosuggestConditionalUsage_AllQueryEngagement,8/3/2016,0.555209338,0.556252017,0.443095647,0.442758805,677969,678688
AutosuggestConditionalUsage_AllQueryEngagement,8/4/2016,0.55809442,0.558005432,0.443011067,0.442819774,712459,711913
AutosuggestConditionalUsage_AllQueryEngagement,8/5/2016,0.559907573,0.560319069,0.442518748,0.442651856,688715,689475
AutosuggestConditionalUsage_AllQueryEngagement,8/6/2016,0.582154465,0.582364479,0.439679487,0.439784275,457650,458832
AutosuggestConditionalUsage_AllQueryEngagement,8/7/2016,0.581004138,0.580542068,0.439547447,0.439738361,500404,501484
AutosuggestConditionalUsage_AllQueryEngagement,8/8/2016,0.560534987,0.56027172,0.441620051,0.441572459,817393,819700
AutosuggestConditionalUsage_AllQueryEngagement,8/9/2016,0.558038203,0.559263323,0.441911793,0.441594617,793994,794268
AutosuggestConditionalUsage_AllQueryEngagement,8/10/2016,0.559586079,0.56031914,0.441717373,0.441561177,798438,798467
AutosuggestConditionalUsage_AllQueryEngagement,8/11/2016,0.563226627,0.563996413,0.44139479,0.441461425,787755,789121
AutosuggestConditionalUsage_AllQueryEngagement,8/12/2016,0.566044356,0.56666865,0.44153865,0.441466507,733359,734377
AutosuggestFollowOnEngagement_AllQueryEngagement,7/30/2016,0.812256622,0.81153232,0.325047781,0.325239122,285509,285766
AutosuggestFollowOnEngagement_AllQueryEngagement,7/31/2016,0.810603532,0.811046689,0.326006338,0.325747282,294416,294696
AutosuggestFollowOnEngagement_AllQueryEngagement,8/1/2016,0.793595728,0.79383294,0.342692968,0.342295142,468663,469693
AutosuggestFollowOnEngagement_AllQueryEngagement,8/2/2016,0.792740085,0.794067388,0.342807251,0.341702388,462322,462899
AutosuggestFollowOnEngagement_AllQueryEngagement,8/3/2016,0.794799818,0.79452274,0.341703924,0.341956118,453773,455185
AutosuggestFollowOnEngagement_AllQueryEngagement,8/4/2016,0.795563758,0.794868183,0.341413147,0.34193377,478449,478241
AutosuggestFollowOnEngagement_AllQueryEngagement,8/5/2016,0.79568204,0.795715513,0.34092832,0.34050373,463989,464471
AutosuggestFollowOnEngagement_AllQueryEngagement,8/6/2016,0.808735166,0.809258078,0.32789261,0.327119962,317151,317994
AutosuggestFollowOnEngagement_AllQueryEngagement,8/7/2016,0.809643126,0.809939469,0.327165477,0.326642012,346635,347143
AutosuggestFollowOnEngagement_AllQueryEngagement,8/8/2016,0.792697694,0.79165834,0.342616645,0.343726648,552672,554272
AutosuggestFollowOnEngagement_AllQueryEngagement,8/9/2016,0.789371718,0.789365365,0.345366915,0.345125628,535078,536383
AutosuggestFollowOnEngagement_AllQueryEngagement,8/10/2016,0.792180669,0.793652018,0.343332361,0.342529507,539150,539958
AutosuggestFollowOnEngagement_AllQueryEngagement,8/11/2016,0.787039837,0.787874302,0.346863311,0.346361962,534272,535577
AutosuggestFollowOnEngagement_AllQueryEngagement,8/12/2016,0.794251105,0.794668119,0.341955108,0.341670594,498624,499734
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,7/30/2016,0.648576908,0.649128639,0.405117985,0.404328897,285509,285766
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,7/31/2016,0.648075326,0.648630455,0.40459783,0.404867586,294416,294696
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/1/2016,0.643924969,0.643496645,0.408182636,0.407986796,468663,469693
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/2/2016,0.641647907,0.642471816,0.408260607,0.408007398,462322,462899
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/3/2016,0.643729459,0.643046985,0.408219597,0.408408802,453773,455185
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/4/2016,0.641607576,0.641401579,0.409335511,0.409102425,478449,478241
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/5/2016,0.640987814,0.641352027,0.408820279,0.408585799,463989,464471
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/6/2016,0.642717789,0.644168734,0.40715699,0.406763038,317151,317994
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/7/2016,0.645775407,0.64555725,0.406030876,0.406024363,346635,347143
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/8/2016,0.640943896,0.639799993,0.408467185,0.408929795,552672,554272
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/9/2016,0.636081104,0.636085072,0.410420273,0.410016146,535078,536383
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/10/2016,0.639492307,0.641772152,0.409157482,0.408864012,539150,539958
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/11/2016,0.634743352,0.635869209,0.41057508,0.410384584,534272,535577
AutosuggestFollowOnSuccessEngagement_AllQueryEngagement,8/12/2016,0.639664088,0.639597764,0.40963888,0.409658912,498624,499734
AutosuggestHomepageConditionalUsageWithGhosting,7/30/2016,0.54870877,0.548635061,0.460964037,0.461236432,84987,85338
AutosuggestHomepageConditionalUsageWithGhosting,7/31/2016,0.549638499,0.550466853,0.461095222,0.461388658,89035,89529
AutosuggestHomepageConditionalUsageWithGhosting,8/1/2016,0.555783678,0.553978084,0.457868494,0.458010281,118884,119525
AutosuggestHomepageConditionalUsageWithGhosting,8/2/2016,0.551859745,0.551292526,0.457785396,0.458777792,116680,116517
AutosuggestHomepageConditionalUsageWithGhosting,8/3/2016,0.549864812,0.550084446,0.459879975,0.459455369,115343,115133
AutosuggestHomepageConditionalUsageWithGhosting,8/4/2016,0.559508475,0.561587899,0.4582165,0.458285706,120284,121289
AutosuggestHomepageConditionalUsageWithGhosting,8/5/2016,0.553243233,0.553544866,0.45924284,0.45917455,119248,119546
AutosuggestHomepageConditionalUsageWithGhosting,8/6/2016,0.568016323,0.567098489,0.458529252,0.45870725,93962,94884
AutosuggestHomepageConditionalUsageWithGhosting,8/7/2016,0.571423515,0.56866502,0.458734712,0.459248333,103400,103919
AutosuggestHomepageConditionalUsageWithGhosting,8/8/2016,0.566808363,0.56550655,0.455672929,0.455498511,133153,133253
AutosuggestHomepageConditionalUsageWithGhosting,8/9/2016,0.570307755,0.572128655,0.455103942,0.453657534,129151,128896
AutosuggestHomepageConditionalUsageWithGhosting,8/10/2016,0.568201961,0.57115648,0.454533383,0.454107324,128706,128394
AutosuggestHomepageConditionalUsageWithGhosting,8/11/2016,0.574082049,0.574893801,0.453998064,0.453569796,126715,127487
AutosuggestHomepageConditionalUsageWithGhosting,8/12/2016,0.573545697,0.573206241,0.454320713,0.454706798,120535,120287
AutosuggestHomepageFollowOnEngagementWithGhosting,7/30/2016,0.788428943,0.789626332,0.349230127,0.347148218,53113,53300
AutosuggestHomepageFollowOnEngagementWithGhosting,7/31/2016,0.782566991,0.782730826,0.353471307,0.354738149,55716,55999
AutosuggestHomepageFollowOnEngagementWithGhosting,8/1/2016,0.767952404,0.765788672,0.36399157,0.365391005,75842,76089
AutosuggestHomepageFollowOnEngagementWithGhosting,8/2/2016,0.773070686,0.77110556,0.359898591,0.36170023,74136,73760
AutosuggestHomepageFollowOnEngagementWithGhosting,8/3/2016,0.775542969,0.77229957,0.357814314,0.359388814,72647,72674
AutosuggestHomepageFollowOnEngagementWithGhosting,8/4/2016,0.7749398,0.77472088,0.358787889,0.359535501,77031,77794
AutosuggestHomepageFollowOnEngagementWithGhosting,8/5/2016,0.775399947,0.774305215,0.358203206,0.358105705,75533,75782
AutosuggestHomepageFollowOnEngagementWithGhosting,8/6/2016,0.780367758,0.780234568,0.354211365,0.354478211,60573,61058
AutosuggestHomepageFollowOnEngagementWithGhosting,8/7/2016,0.778379031,0.778902534,0.356332139,0.356384087,66852,66919
AutosuggestHomepageFollowOnEngagementWithGhosting,8/8/2016,0.772873713,0.772617509,0.358413152,0.358777621,86622,86577
AutosuggestHomepageFollowOnEngagementWithGhosting,8/9/2016,0.769447578,0.770824999,0.362304189,0.361233064,84489,84845
AutosuggestHomepageFollowOnEngagementWithGhosting,8/10/2016,0.769200976,0.771866338,0.362376378,0.360275041,84182,84299
AutosuggestHomepageFollowOnEngagementWithGhosting,8/11/2016,0.769549642,0.7661656,0.362258658,0.36334524,83475,84163
AutosuggestHomepageFollowOnEngagementWithGhosting,8/12/2016,0.771819136,0.771144686,0.359922908,0.360037028,79302,78998
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,7/30/2016,0.596025064,0.597626366,0.423232565,0.422134346,53113,53300
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,7/31/2016,0.590275209,0.590333382,0.424998574,0.425622106,55716,55999
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/1/2016,0.588654695,0.586539086,0.425300678,0.425694162,75842,76089
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/2/2016,0.593713052,0.592738551,0.423133028,0.424112254,74136,73760
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/3/2016,0.595297739,0.593077603,0.423074262,0.423477274,72647,72674
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/4/2016,0.59066583,0.588874975,0.425027257,0.425090397,77031,77794
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/5/2016,0.589788043,0.588903295,0.424571471,0.42405074,75533,75782
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/6/2016,0.583726683,0.58588004,0.425884551,0.425907497,60573,61058
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/7/2016,0.584176522,0.586656317,0.426111249,0.426063558,66852,66919
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/8/2016,0.587986625,0.588994465,0.423384637,0.423122322,86622,86577
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/9/2016,0.584650684,0.586372739,0.425231237,0.424667584,84489,84845
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/10/2016,0.584538242,0.587688655,0.424911025,0.42417926,84182,84299
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/11/2016,0.584127158,0.583945456,0.425372242,0.425018927,83475,84163
AutosuggestHomepageFollowOnSuccessEngagementWithGhosting,8/12/2016,0.58602615,0.584379262,0.4249218,0.424789547,79302,78998
AutosuggestHomepageUsageWithGhosting,7/30/2016,0.393329928,0.39469219,0.448036101,0.448627538,110117,110246
AutosuggestHomepageUsageWithGhosting,7/31/2016,0.39352383,0.394624508,0.448791736,0.449497542,115510,116112
AutosuggestHomepageUsageWithGhosting,8/1/2016,0.405040497,0.403632304,0.448740525,0.448386051,151547,152422
AutosuggestHomepageUsageWithGhosting,8/2/2016,0.40156239,0.39972695,0.447812032,0.447770933,148936,148941
AutosuggestHomepageUsageWithGhosting,8/3/2016,0.399133474,0.398622115,0.448397163,0.448161467,147498,147438
AutosuggestHomepageUsageWithGhosting,8/4/2016,0.407859645,0.409872596,0.449779198,0.450490006,153504,154624
AutosuggestHomepageUsageWithGhosting,8/5/2016,0.401444041,0.400885406,0.449102532,0.449101481,152955,153617
AutosuggestHomepageUsageWithGhosting,8/6/2016,0.407400893,0.407207618,0.451676807,0.451708882,122005,123079
AutosuggestHomepageUsageWithGhosting,8/7/2016,0.408364173,0.406779209,0.452065269,0.451740364,134670,135198
AutosuggestHomepageUsageWithGhosting,8/8/2016,0.416973813,0.416656101,0.448930975,0.448925054,167708,167730
AutosuggestHomepageUsageWithGhosting,8/9/2016,0.421782886,0.422367309,0.449860724,0.44894473,162030,161927
AutosuggestHomepageUsageWithGhosting,8/10/2016,0.417491271,0.419319015,0.448597947,0.448937002,162508,162155
AutosuggestHomepageUsageWithGhosting,8/11/2016,0.424407344,0.427249722,0.449968035,0.450090549,159110,159437
AutosuggestHomepageUsageWithGhosting,8/12/2016,0.423072718,0.423894932,0.450199011,0.450324221,151848,151108
AutosuggestPageCov_AllQueryEngagement,7/30/2016,0.180128216,0.179901713,0.334412157,0.33401273,1400023,1399150
AutosuggestPageCov_AllQueryEngagement,7/31/2016,0.180433796,0.181095375,0.333824878,0.334750667,1428657,1430855
AutosuggestPageCov_AllQueryEngagement,8/1/2016,0.184411778,0.184961296,0.334871398,0.335338381,2243454,2244708
AutosuggestPageCov_AllQueryEngagement,8/2/2016,0.18444531,0.184581092,0.334440799,0.334509349,2219949,2219621
AutosuggestPageCov_AllQueryEngagement,8/3/2016,0.183205518,0.183318116,0.334165971,0.334083908,2207500,2206242
AutosuggestPageCov_AllQueryEngagement,8/4/2016,0.184853043,0.184659141,0.335672398,0.335450806,2308661,2308457
AutosuggestPageCov_AllQueryEngagement,8/5/2016,0.185286572,0.185110273,0.335910342,0.335738147,2227604,2230947
AutosuggestPageCov_AllQueryEngagement,8/6/2016,0.180842861,0.180767745,0.334432622,0.334230034,1530784,1532726
AutosuggestPageCov_AllQueryEngagement,8/7/2016,0.179808098,0.180249526,0.333343977,0.333585727,1673942,1673667
AutosuggestPageCov_AllQueryEngagement,8/8/2016,0.183916341,0.184299508,0.333748879,0.334073594,2630029,2633732
AutosuggestPageCov_AllQueryEngagement,8/9/2016,0.182178175,0.182056373,0.332417341,0.332177082,2574308,2574273
AutosuggestPageCov_AllQueryEngagement,8/10/2016,0.183369186,0.183022353,0.333627306,0.333346111,2587576,2588170
AutosuggestPageCov_AllQueryEngagement,8/11/2016,0.184600758,0.184700031,0.334721305,0.334801544,2544461,2546650
AutosuggestPageCov_AllQueryEngagement,8/12/2016,0.183690311,0.183753936,0.3346236,0.334589215,2388602,2390056
AutosuggestRateCharactersSaved_AllQueryEngagement,7/30/2016,9.756780293,9.730264014,6.390242316,6.367230033,285509,285765
AutosuggestRateCharactersSaved_AllQueryEngagement,7/31/2016,9.754687854,9.750930325,6.358644075,6.354364817,294416,294695
AutosuggestRateCharactersSaved_AllQueryEngagement,8/1/2016,9.787139081,9.793691689,6.423034573,6.419445629,468661,469689
AutosuggestRateCharactersSaved_AllQueryEngagement,8/2/2016,9.736622166,9.727475751,6.392765522,6.37630283,462322,462897
AutosuggestRateCharactersSaved_AllQueryEngagement,8/3/2016,9.732754049,9.760993699,6.398195973,6.39337889,453770,455183
AutosuggestRateCharactersSaved_AllQueryEngagement,8/4/2016,9.780123181,9.764487192,6.407555897,6.396312853,478447,478241
AutosuggestRateCharactersSaved_AllQueryEngagement,8/5/2016,9.780779072,9.780595215,6.401642157,6.419820312,463989,464470
AutosuggestRateCharactersSaved_AllQueryEngagement,8/6/2016,9.732685373,9.759768582,6.369460617,6.373652778,317151,317993
AutosuggestRateCharactersSaved_AllQueryEngagement,8/7/2016,9.718507199,9.718515486,6.351347202,6.355974575,346635,347141
AutosuggestRateCharactersSaved_AllQueryEngagement,8/8/2016,9.757411145,9.738612848,6.370358352,6.352995615,552671,554270
AutosuggestRateCharactersSaved_AllQueryEngagement,8/9/2016,9.795849503,9.787642014,6.428848583,6.43201481,535078,536382
AutosuggestRateCharactersSaved_AllQueryEngagement,8/10/2016,9.736526868,9.727782298,6.386658299,6.382457034,539149,539958
AutosuggestRateCharactersSaved_AllQueryEngagement,8/11/2016,9.760325048,9.772160239,6.369428389,6.371348239,534272,535576
AutosuggestRateCharactersSaved_AllQueryEngagement,8/12/2016,9.784562131,9.786214735,6.397252765,6.391027995,498624,499732
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,7/30/2016,0.012031555,0.011949434,0.095788295,0.095385666,285509,285765
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,7/31/2016,0.012002287,0.011655492,0.095607447,0.094161065,294416,294695
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/1/2016,0.012954915,0.012580659,0.099594546,0.09783076,468661,469689
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/2/2016,0.012959956,0.012557617,0.099578744,0.097953529,462322,462897
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/3/2016,0.012776085,0.012637003,0.098940743,0.098259028,453770,455183
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/4/2016,0.01282997,0.012541389,0.099143282,0.097891439,478447,478241
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/5/2016,0.012492765,0.012346732,0.097671309,0.09743485,463989,464470
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/6/2016,0.011612016,0.011777072,0.094124536,0.095211484,317151,317993
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/7/2016,0.011973504,0.011904666,0.095621089,0.095231974,346635,347141
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/8/2016,0.012517823,0.012732218,0.097578723,0.098445099,552671,554270
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/9/2016,0.012592216,0.012733468,0.09778775,0.098724746,535078,536382
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/10/2016,0.012765504,0.012806303,0.099092424,0.098915613,539149,539958
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/11/2016,0.012456258,0.012438904,0.097569752,0.097609147,534272,535576
AutosuggestRatePrefixLongerThanQuery_AllQueryEngagement,8/12/2016,0.01233413,0.012394376,0.096785255,0.097259486,498624,499732
AutosuggestUsage_AllQueryEngagement,7/30/2016,0.108746223,0.108584456,0.264202228,0.263896729,1400023,1399150
AutosuggestUsage_AllQueryEngagement,7/31/2016,0.108812539,0.109080785,0.263747632,0.264210989,1428657,1430855
AutosuggestUsage_AllQueryEngagement,8/1/2016,0.109934148,0.110161032,0.264612881,0.26483543,2243454,2244708
AutosuggestUsage_AllQueryEngagement,8/2/2016,0.109362897,0.109448084,0.263725474,0.263817693,2219949,2219621
AutosuggestUsage_AllQueryEngagement,8/3/2016,0.108591849,0.108854913,0.263409083,0.263529975,2207500,2206242
AutosuggestUsage_AllQueryEngagement,8/4/2016,0.109949758,0.109962928,0.265075212,0.265133892,2308661,2308457
AutosuggestUsage_AllQueryEngagement,8/5/2016,0.110435337,0.110301653,0.265470902,0.265247713,2227604,2230947
AutosuggestUsage_AllQueryEngagement,8/6/2016,0.110296608,0.110220074,0.265899836,0.265590429,1530784,1532726
AutosuggestUsage_AllQueryEngagement,8/7/2016,0.109541745,0.109697128,0.264772021,0.26488992,1673942,1673667
AutosuggestUsage_AllQueryEngagement,8/8/2016,0.110161906,0.110266959,0.264397598,0.2645082,2630029,2633732
AutosuggestUsage_AllQueryEngagement,8/9/2016,0.108904457,0.108990158,0.263180055,0.263051361,2574308,2574273
AutosuggestUsage_AllQueryEngagement,8/10/2016,0.109673705,0.109682255,0.264074679,0.264066453,2587576,2588170
AutosuggestUsage_AllQueryEngagement,8/11/2016,0.111235948,0.111291068,0.266165085,0.266086499,2544461,2546650
AutosuggestUsage_AllQueryEngagement,8/12/2016,0.110933419,0.11100917,0.266222331,0.266105044,2388602,2390056
AutosuggestWebSearchBoxConditionalUsageWithGhosting,7/30/2016,0.523249819,0.521152804,0.459215063,0.459106281,191902,192575
AutosuggestWebSearchBoxConditionalUsageWithGhosting,7/31/2016,0.522004405,0.521294372,0.458714588,0.458572375,199535,199420
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/1/2016,0.485025747,0.484059061,0.459597957,0.459352402,338090,338035
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/2/2016,0.481534534,0.481898807,0.459549488,0.459555077,337535,337779
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/3/2016,0.479200602,0.481646692,0.459691587,0.459476588,329019,329823
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/4/2016,0.482906241,0.482029642,0.46003803,0.45989296,343442,343051
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/5/2016,0.48618027,0.487809446,0.460071988,0.460069962,332127,331865
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/6/2016,0.522245393,0.522017377,0.458900157,0.459169179,212680,213057
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/7/2016,0.520855379,0.522053964,0.458445116,0.458325678,234570,235231
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/8/2016,0.483519222,0.482539455,0.459410143,0.459502233,397380,398701
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/9/2016,0.482255648,0.482369107,0.459497515,0.459550306,389562,389744
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/10/2016,0.48309918,0.482945377,0.459586576,0.459721018,388800,388372
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/11/2016,0.484340797,0.486406084,0.459775247,0.460168961,382111,381545
AutosuggestWebSearchBoxConditionalUsageWithGhosting,8/12/2016,0.490378489,0.491556151,0.460514802,0.460676655,352871,353552
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,7/30/2016,0.740525505,0.740556018,0.376677157,0.377033364,117749,117798
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,7/31/2016,0.742866456,0.742382338,0.375245655,0.375548832,122378,122242
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/1/2016,0.714763521,0.714213565,0.39607988,0.39609884,195157,194830
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/2/2016,0.71074083,0.713688643,0.398139389,0.396082582,193600,193810
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/3/2016,0.711439499,0.713182113,0.397572621,0.397013206,187823,189188
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/4/2016,0.713062194,0.712541139,0.397559807,0.39734414,197090,196573
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/5/2016,0.714592775,0.714007308,0.396550694,0.395994161,191612,192034
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/6/2016,0.740379341,0.741551754,0.377366022,0.376057763,130380,130435
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/7/2016,0.743302527,0.742252007,0.375269362,0.375852774,143788,144444
AutosuggestWebSearchBoxFollowOnEngagementWithGhosting,8/8/2016,0.713761415,0.713406169,0.396739667,0.396886058,228868,229232
